vehicle_brand,year,engine_capacity,miles_driven,selling_price,pin_code
Toyota,2010,4,94,39900,23434
Mitsubishi,2010,1.5,94,9350,4086
Mercedes-Benz,2010,4.7,95,31990,4309
Volkswagen,2010,1.6,95,12999,2130
Volkswagen,2010,1.4,95,9950,4101
Mercedes-Benz,2010,3.5,96,32000,4578
Renault,2010,1.4,96,6700,4108
Toyota,2010,4,97,42000,13760
BMW,2010,3,97,37900,60626
Volkswagen,2010,1.6,98,9800,3301
Mitsubishi,2010,1.5,98,8350,23513
Audi,2010,2,99,22500,8055
Mercedes-Benz,2010,3.5,100,35500,63108
Mercedes-Benz,2010,3.5,100,35500,27713
Volkswagen,2010,2,100,11500,11228
Toyota,2010,1.8,100,14900,95952
Renault,2010,1.5,100,8700,63121
Renault,2010,1.5,100,9999,60417
Toyota,2010,3.5,103,25500,49506
Renault,2010,2.5,103,10850,55082
Audi,2010,2.8,104,25900,970025
Volkswagen,2010,1.8,104,13500,84058
Renault,2010,1.5,104,7199,92507
Renault,2010,1.5,105,7900,99826
Mercedes-Benz,2010,2.2,107,16500,92103
Volkswagen,2010,1.6,107,9200,62958
Mercedes-Benz,2010,5.5,108,40500,63144
BMW,2010,4.4,110,34900,40515
Renault,2010,2.5,111,13900,62234
Audi,2010,3.2,112,25000,94618
Mercedes-Benz,2010,2.2,113,17500,55421
BMW,2010,4.4,115,39500,90291
BMW,2010,3,115,31800,55082
Audi,2010,3,115,36500,77007
Mercedes-Benz,2010,5.5,117,38700,48197
BMW,2010,4.4,117,31111,55403
BMW,2010,2,117,23700,46220
Mercedes-Benz,2010,3,118,24800,55439
Toyota,2010,1.4,118,11400,90065
Mercedes-Benz,2010,3,120,33800,55423
Volkswagen,2010,1.8,123,16500,55403
Volkswagen,2010,1.8,123,17900,55406
Audi,2010,1.4,123,15800,55116
Mercedes-Benz,2010,2.2,125,22700,55405
Mercedes-Benz,2010,5.5,126,39900,55105
Audi,2010,3,126,37800,55407
Mercedes-Benz,2010,5.5,127,39900,91791
Audi,2010,2.8,127,19990,92807
BMW,2010,2.5,127,28000,63119
Volkswagen,2010,1.9,128,9600,26241
Volkswagen,2010,1.9,128,10799,92672
Volkswagen,2010,1.4,128,8900,91104
BMW,2010,3,130,31500,90290
Audi,2010,3,130,35500,10025
Volkswagen,2010,1.9,130,10500,90504
Volkswagen,2010,1.4,130,12750,60615
BMW,2010,2,131,32500,62901
Mercedes-Benz,2010,3,132,43999,10010
Mercedes-Benz,2010,3,134,38500,60031
BMW,2010,2,134,32500,55408
Volkswagen,2010,1.6,136,12900,60614
Volkswagen,2010,2,140,11450,60613
Toyota,2010,2.7,141,21950,20818
Audi,2010,3,143,35900,84093
Volkswagen,2010,2,143,14800,84121
Audi,2010,2,144,17500,43215
Audi,2010,3,145,36000,28715
Mercedes-Benz,2010,2.2,145,17800,23603
BMW,2010,1.6,145,12090,95062
Renault,2010,1.5,145,5300,55344
Toyota,2010,2.4,147,11999,93950
Mercedes-Benz,2010,2.2,148,11800,20132
Toyota,2010,4,150,33200,20037
Audi,2010,2,151,18400,70003
Renault,2010,2,152,9700,95472
Volkswagen,2010,2,153,10700,23185
Volkswagen,2010,2,154,9300,75225
Audi,2010,3,155,20500,23462
Renault,2010,1.5,155,9200,19102
Volkswagen,2010,2,157,17000,75069
BMW,2010,2,158,17000,67206
Audi,2010,3,159,36500,23508
Mercedes-Benz,2010,2.2,159,9300,19131
Renault,2010,2,159,12350,193122042
Volkswagen,2010,1.4,159,11250,8081
BMW,2010,3,160,34500,93940
Audi,2010,2,160,19999,78250
Volkswagen,2010,1.8,160,15900,78006
Renault,2010,1.5,160,11500,55408
Volkswagen,2010,2,163,28000,2143
Volkswagen,2010,2,164,16800,91608
Audi,2010,2,165,21500,33149
Volkswagen,2010,1.9,165,11300,95014
Audi,2010,3,170,37000,35205
Mercedes-Benz,2010,2.2,170,18500,60046
Volkswagen,2010,1.9,171,10700,33301
Mercedes-Benz,2010,2.2,175,16300,10024
Audi,2010,2,175,22500,44509
Volkswagen,2010,1.9,177,7200,30052
Renault,2010,1.5,179,9000,53216
Volkswagen,2010,1.9,180,8900,91103
Renault,2010,1.6,180,8200,42420
Renault,2010,1.5,181,5400,1720
Audi,2010,2.7,184,22800,5602
Renault,2010,1.5,186,7300,33445
Renault,2010,1.5,187,7850,85044
Renault,2010,2,189,9500,44485
Renault,2010,1.5,192,8200,35243
Audi,2010,3,195,30900,95376
Mercedes-Benz,2010,2.2,195,23800,91302
Mercedes-Benz,2010,2.2,197,22900,46077
BMW,2010,3,200,33000,91436
Mercedes-Benz,2010,2.2,200,11500,10016
BMW,2010,2,203,25800,75070
Renault,2010,1.1,210,11990,97213
Audi,2010,3,213,29000,7043
Renault,2010,1.5,216,6700,64030
Renault,2010,2.5,219,8100,97330
Renault,2010,1.5,220,9250,60622
BMW,2010,3,235,35500,2838
Volkswagen,2010,2,237,14400,30269
Volkswagen,2010,1.6,240,11999,10025
Volkswagen,2010,1.9,248,12300,15217
Volkswagen,2010,2,250,17777,97405
Volkswagen,2010,2,250,17777,37211
Volkswagen,2010,2,250,17777,91740
Volkswagen,2010,1.9,253,9750,91740
Toyota,2010,4.7,810,47700,90210
Toyota,2009,1.6,24,11600,55426
Toyota,2009,2,35,17999,94102
BMW,2009,3,38,39000,60613
Mercedes-Benz,2009,2,38,17999,94111
Mercedes-Benz,2009,5.5,39,44000,95602
Toyota,2009,5.7,47,37700,62025-8000
Toyota,2009,2.4,47,18800,2138
BMW,2009,4.4,48,40000,94941
BMW,2009,4.4,59,42000,2457
Mitsubishi,2009,2.4,59,12750,94122
Toyota,2009,1.6,65,9800,55408
Mitsubishi,2009,1.5,67,8000,91740
Renault,2009,1.2,68,7450,91773
Audi,2009,2,70,17700,6880
Toyota,2009,4,73,33333,46140
Toyota,2009,4,73,33333,98177
Mercedes-Benz,2009,6.3,75,51500,97424
Mitsubishi,2009,2.4,79,13200,55306
Mitsubishi,2009,2,81,9800,77030
Toyota,2009,2,83,14299,78232
Audi,2009,2,83,23500,78703
Mitsubishi,2009,2.4,84,12999,27705
Mitsubishi,2009,2,84,9200,92026
Mercedes-Benz,2009,5.5,86,63000,55344
Toyota,2009,1,87,11300,20120
Toyota,2009,4.5,88,39000,2139
Volkswagen,2009,1.9,90,8900,55408
Mitsubishi,2009,1.5,91,8400,85226
Mercedes-Benz,2009,5.5,94,37500,45056
Mercedes-Benz,2009,3.5,96,23900,60618
Toyota,2009,4,97,25900,13224
Mitsubishi,2009,3.2,97,18700,60451
Audi,2009,3.2,98,24996,30102
Mitsubishi,2009,2,98,9900,30068
Mercedes-Benz,2009,5.5,99,70500,59801
Audi,2009,6,100,55000,22030
Renault,2009,1.5,100,6450,60714
Renault,2009,1.5,100,8999,53211
Renault,2009,1.5,100,9500,11201
Volkswagen,2009,1.4,100,8900,28412
Mitsubishi,2009,3,102,15500,2460
Volkswagen,2009,3,107,21900,26505
Audi,2009,3,107,31999,1742
Mitsubishi,2009,3.2,109,20500,45014
Volkswagen,2009,1.9,110,13000,60048
Mercedes-Benz,2009,2.5,111,18900,95762
Toyota,2009,2.4,113,14100,1915
Audi,2009,1.8,113,19300,65203
Audi,2009,3.2,114,21900,60626
Toyota,2009,2.4,116,15300,60626
Mitsubishi,2009,2.4,121,12000,98115
Mitsubishi,2009,3.2,122,21000,10011
Volkswagen,2009,3,123,22000,30305
Mitsubishi,2009,2,123,10400,10001
Renault,2009,1.5,123,7499,98102
Renault,2009,1.5,123,8700,53202
Audi,2009,2,125,18300,77079
Mitsubishi,2009,1.8,125,8900,94618
Toyota,2009,1.6,125,9500,20003-2712
Renault,2009,1.5,128,7500,27909
Toyota,2009,1.8,129,12900,94110
Toyota,2009,5.7,130,38300,55343
Audi,2009,2,131,16700,10014
Renault,2009,1.6,131,7500,15202
Volkswagen,2009,2.5,132,15200,96797
BMW,2009,4.4,134,33700,94306
Mitsubishi,2009,2.4,134,11500,90069
Toyota,2009,3.5,135,17300,14850
Mitsubishi,2009,3,135,13300,66044
Mitsubishi,2009,3,135,18500,85287-2702
Audi,2009,2,136,18700,11215
BMW,2009,3,138,32000,92407
Mercedes-Benz,2009,2.2,138,14100,91768
Mercedes-Benz,2009,3.5,139,29000,80210
Mercedes-Benz,2009,5.5,140,24900,18901
BMW,2009,4.8,140,26900,2460
BMW,2009,3,140,27800,60187
BMW,2009,3,140,27900,27514
Renault,2009,1.4,140,5650,45840
Renault,2009,2,143,11900,94538
Mercedes-Benz,2009,2.2,144,14000,67204
Volkswagen,2009,1.6,144,11900,10543
Mitsubishi,2009,2,145,8600,93924
BMW,2009,3,147,33000,11576
Mercedes-Benz,2009,5.46,149,27300,97401
Renault,2009,2,150,8900,98072
Volkswagen,2009,3,151,22500,2138
Toyota,2009,2,152,13300,48187
Volkswagen,2009,1.9,156,9200,29425
Toyota,2009,2.4,157,12200,92103
Volkswagen,2009,2,158,7600,33701
Toyota,2009,2,158,13300,78704
Volkswagen,2009,1.9,159,9750,7307
Volkswagen,2009,1.9,160,9800,63119
Mercedes-Benz,2009,3,162,36000,14619
Renault,2009,2.5,164,12200,12970
Audi,2009,3,167,21700,1581
Mercedes-Benz,2009,3.2,168,32500,50011
Renault,2009,1.6,168,8300,55419
Volkswagen,2009,1.9,171,11000,22201
Toyota,2009,2.4,177,12900,12833-2000
Renault,2009,2,177,12399,63117
Volkswagen,2009,1.9,178,9000,30602
Audi,2009,3,180,23900,12833
Audi,2009,3,181,25500,8840
Volkswagen,2009,1.9,185,10900,92612
BMW,2009,3,189,29500,55330
Mercedes-Benz,2009,2.2,190,13600,2135
Renault,2009,1.5,190,9000,84109
Toyota,2009,2.4,198,13999,32043
Mercedes-Benz,2009,2.2,199,13600,7040
Renault,2009,1.5,200,9300,2465
Volkswagen,2009,1.4,200,9650,1944
Audi,2009,4.2,210,21000,98102
Renault,2009,1.5,212,7300,62025
Mercedes-Benz,2009,2.2,220,19700,84108
Renault,2009,1.5,221,8300,62522
Renault,2009,1.5,222,6999,91104
Mercedes-Benz,2009,2.2,223,16500,95616
Volkswagen,2009,2,229,14500,10461-1301
Renault,2009,2,230,13200,10009
Volkswagen,2009,1.9,230,11800,30030
Renault,2009,1.5,233,10500,78746
BMW,2009,3,235,29900,13210
Volkswagen,2009,2.5,240,10600,94117
Volkswagen,2009,1.9,250,12999,23455-4959
Mercedes-Benz,2009,2.2,264,15800,84119
Audi,2008,2,1,12450,78666
BMW,2008,2,1,19990,90034
Toyota,2008,1.8,1,14000,21221
Mercedes-Benz,2008,6,21,70000,55418
BMW,2008,3,25,22900,3766
Toyota,2008,1.6,38,8700,90046
Mercedes-Benz,2008,5.5,46,53500,48103
Mitsubishi,2008,3,47,18800,94102
Mitsubishi,2008,1.5,48,9200,48109
Mitsubishi,2008,2,52,10600,10022
Mitsubishi,2008,2,55,9900,8904
Volkswagen,2008,2,58,15200,93555
Toyota,2008,4,63,29500,90212
Toyota,2008,3.5,69,21999,60613
Toyota,2008,2.7,69,20900,55442
BMW,2008,2,69,17900,66044
BMW,2008,3,70,26500,3755
Toyota,2008,2.7,70,20800,4101
Toyota,2008,2.4,71,14300,14850
Toyota,2008,4,73,24000,78744
Mercedes-Benz,2008,3,73,17800,5667
Renault,2008,1.5,73,6300,8904
Toyota,2008,1.3,74,7500,55125
Mercedes-Benz,2008,3.5,77,25500,8904
Mitsubishi,2008,1.6,79,7500,80231
Renault,2008,1.6,79,8200,95616
Toyota,2008,4,80,25000,94118
Toyota,2008,2.4,80,14400,10024
Mitsubishi,2008,1.5,80,8700,5667
Toyota,2008,1.6,83,10100,10011
Mercedes-Benz,2008,5.5,85,24990,55459
Mercedes-Benz,2008,5.5,85,34999,53211
Mitsubishi,2008,3.8,87,17900,55303
Toyota,2008,1.6,87,8900,44074
Toyota,2008,1.6,87,9150,43201
Toyota,2008,1.6,87,10400,92688
Renault,2008,1.4,87,7245,10003
Mercedes-Benz,2008,6.2,88,39900,90802
Mercedes-Benz,2008,6.3,89,30500,8826
Mitsubishi,2008,3.8,89,17000,37206
Mitsubishi,2008,3.8,89,17900,92120
BMW,2008,5,90,13000,90048
Toyota,2008,4,90,24800,43615
Mitsubishi,2008,3,90,14500,43201
BMW,2008,3,90,32900,60201
BMW,2008,2.5,90,16999,92120
Toyota,2008,1.8,90,11800,2038
Mercedes-Benz,2008,1.8,90,18500,83301
Mercedes-Benz,2008,1.8,90,18800,79411
Toyota,2008,1.6,90,9500,78204
Renault,2008,1.4,90,4900,20009
Renault,2008,1.5,91,7900,55410
Mitsubishi,2008,2,92,9800,94044
Mitsubishi,2008,3.8,93,18900,89117
Audi,2008,1.8,94,17500,95926
Mitsubishi,2008,3.2,95,10500,85331
Mitsubishi,2008,2.5,95,15000,19103
Mitsubishi,2008,2,95,9300,1002
Toyota,2008,2.4,96,13250,8904
Mitsubishi,2008,2,96,8900,64114
Renault,2008,1.6,97,7600,6033
Mitsubishi,2008,2.4,98,11499,77008
Toyota,2008,2,98,14700,10920
Volkswagen,2008,2,98,15850,70748
Toyota,2008,1.6,98,9800,60628
Mitsubishi,2008,2,99,10200,78006
Mercedes-Benz,2008,1.8,99,18000,19803
Toyota,2008,4.5,100,39500,80301
Volkswagen,2008,1.8,100,10500,48230
Volkswagen,2008,1.8,100,10800,94550
Renault,2008,1.6,100,7700,5401
Mercedes-Benz,2008,5,102,33900,94561
Toyota,2008,3.5,102,13900,55417
Toyota,2008,3.5,102,13900,77075
Mitsubishi,2008,2,102,10200,60622
Toyota,2008,1.6,103,9500,1867
BMW,2008,3,105,21335,35229
Mitsubishi,2008,2,105,8800,97215
Toyota,2008,2.4,106,14900,12124
Toyota,2008,1.6,106,9950,47901
Mitsubishi,2008,3,107,16999,19713
Mercedes-Benz,2008,1.8,107,17300,21030
Toyota,2008,4,108,25999,70802
BMW,2008,3,108,32000,2142
Toyota,2008,1.6,108,10300,94301
BMW,2008,4.4,110,30500,80221
Toyota,2008,3.5,110,14900,97202
BMW,2008,3,110,9500,77449
Mitsubishi,2008,2.4,110,12700,73069-5429
Mitsubishi,2008,2.4,110,13300,55428
Mitsubishi,2008,2,110,8500,32303
Mitsubishi,2008,2,110,9000,55104
Volkswagen,2008,1.9,110,10300,26542
Mitsubishi,2008,3,111,12999,90012
Audi,2008,4.2,112,52999,49307
Mitsubishi,2008,3,112,18000,42503
Volkswagen,2008,2.5,112,19500,1776
Mitsubishi,2008,2,112,7999,1060
Mitsubishi,2008,1.6,112,7300,55455
BMW,2008,2,114,18500,94117
Toyota,2008,5.7,115,37500,43231
BMW,2008,5,115,34000,80538
Toyota,2008,4,115,26900,37209
Mitsubishi,2008,3,115,14999,8876
Mitsubishi,2008,3,115,17555,55108
BMW,2008,3,115,37500,78232
Volkswagen,2008,2.5,115,20000,78734
Mitsubishi,2008,2,115,9200,32603
Audi,2008,1.8,115,23000,76006
Toyota,2008,1.6,115,8900,11106
Toyota,2008,1.6,115,9200,48067
Audi,2008,4.2,116,23500,90049
Mitsubishi,2008,2.4,116,13499,77084
Mitsubishi,2008,1.5,116,6300,96931
Mitsubishi,2008,1.5,116,8500,30350
Toyota,2008,3,117,29900,30303
Renault,2008,1.5,117,5600,55413
Volkswagen,2008,1.8,118,10600,57706
Toyota,2008,1.6,118,8950,1748
Renault,2008,1.5,118,7150,98029
Mercedes-Benz,2008,6.3,119,40000,49327
Toyota,2008,4,119,26900,44243
Mitsubishi,2008,2.4,119,11100,83712
Mercedes-Benz,2008,5.5,120,55000,45409
Toyota,2008,4,120,29000,10011
Toyota,2008,3.5,120,15500,95123
Mitsubishi,2008,3,120,11800,91767
Mitsubishi,2008,3,120,16900,10458
Volkswagen,2008,2,120,8999,92123
Toyota,2008,2,120,15500,28262
Renault,2008,1.5,120,7800,98153
Mitsubishi,2008,3.8,121,18999,48202
Mitsubishi,2008,1.6,121,7300,19010
Audi,2008,4,122,24500,31207
Mitsubishi,2008,1.6,122,6900,2115
Volkswagen,2008,1.4,123,7900,94115
Mitsubishi,2008,3,124,13200,55419
Audi,2008,3,124,22500,54822
Volkswagen,2008,2,124,9400,55409
Toyota,2008,1.8,124,10500,55112
Audi,2008,4.2,125,22999,55092
Toyota,2008,3.5,125,15700,55455
Mitsubishi,2008,3,125,23000,55068
Toyota,2008,2.4,125,13400,92126
Mitsubishi,2008,2,125,9450,55104
Mercedes-Benz,2008,1.8,125,16800,55105
Toyota,2008,4.7,126,37600,17003
Mitsubishi,2008,3,126,16900,55104
Toyota,2008,2.4,126,11700,1267
Toyota,2008,1.6,126,8600,5849574
Mercedes-Benz,2008,5.5,127,55000,53217
Mercedes-Benz,2008,5,127,46500,21559
Mitsubishi,2008,3,127,13900,53703
Mitsubishi,2008,3,127,18900,33314
Toyota,2008,2.4,127,14500,53703
Mitsubishi,2008,2.4,128,11300,1950
Toyota,2008,3.5,129,15500,6320
BMW,2008,2,129,19900,77025
Mercedes-Benz,2008,4.7,130,25700,90024
Volkswagen,2008,2.5,130,21000,94115
Toyota,2008,2.4,130,12700,48154
Mitsubishi,2008,2,130,10500,85202
Volkswagen,2008,2,130,11500,99163
Toyota,2008,2,130,15300,46845
Toyota,2008,2,130,15500,10023
Volkswagen,2008,1.6,130,9700,94122
Mercedes-Benz,2008,5.5,131,22900,34952
Toyota,2008,2.4,131,13300,30501
Toyota,2008,4,132,24000,85207
Toyota,2008,1.6,132,8650,94114
Toyota,2008,2.4,133,12000,90808
Volkswagen,2008,1.8,133,13300,85207
Mitsubishi,2008,1.6,133,7000,95136
Mitsubishi,2008,1.5,133,7650,79912
Mercedes-Benz,2008,5,134,29500,53715
Mercedes-Benz,2008,5.5,135,29500,98188
Mercedes-Benz,2008,5.5,135,35000,55129
Mitsubishi,2008,3,135,16950,55410
Mitsubishi,2008,1.5,135,8500,53711
Toyota,2008,1,135,7500,24551
Volkswagen,2008,3,136,21900,42754
Mitsubishi,2008,2,136,9500,53703
Volkswagen,2008,1.8,136,10900,27511
Toyota,2008,2.4,137,12900,98237
Volkswagen,2008,1.9,137,10200,92108
Mitsubishi,2008,3,138,15900,41076
Renault,2008,2.5,138,12100,20874
Mitsubishi,2008,1.3,138,7500,10023
Toyota,2008,3.5,139,11999,98103
Toyota,2008,3.5,139,14700,44092
Mercedes-Benz,2008,3,139,14800,72701
Volkswagen,2008,3,139,20300,92026
Toyota,2008,2.4,139,13500,90631
Toyota,2008,2.4,139,13900,10024
Mitsubishi,2008,1.5,139,7700,92153
Mercedes-Benz,2008,5.5,140,60000,85016
BMW,2008,4.8,140,23500,92084
Volkswagen,2008,1.8,140,9599,48009
Toyota,2008,1.6,140,8900,7869
Toyota,2008,1.6,140,9400,6032
Toyota,2008,3.5,141,14700,60513
Mercedes-Benz,2008,3.5,142,21500,20110-5616
Mitsubishi,2008,2.4,142,12499,97478
Toyota,2008,1.8,142,9950,55104
Toyota,2008,4,144,29900,94123
Volkswagen,2008,2,144,10250,80026
Toyota,2008,2.4,145,12800,92014
Mercedes-Benz,2008,1.8,145,17499,11220
Mitsubishi,2008,1.6,145,7300,92675
Toyota,2008,2.4,146,15500,72701
Mitsubishi,2008,3.2,147,18200,60513
Audi,2008,3,147,27500,94402
BMW,2008,3,147,30500,94402
Mitsubishi,2008,2.5,147,16000,8826
Mercedes-Benz,2008,2,147,13600,98103
Mercedes-Benz,2008,6.2,148,21500,49525
Mitsubishi,2008,3,148,12900,60090
Mitsubishi,2008,2,148,9800,90241
Toyota,2008,1.8,148,9400,19104
Mitsubishi,2008,1.6,148,7400,10017
Volkswagen,2008,1.4,148,8700,90504
Toyota,2008,4.7,149,17200,95616
Toyota,2008,3.5,149,14900,53715
Mitsubishi,2008,3,149,15999,11788
Mitsubishi,2008,3,149,17499,90038
Volkswagen,2008,3,149,18950,13165
Volkswagen,2008,2,149,12199,93420-2852
Mercedes-Benz,2008,5.5,150,26900,84770
Mitsubishi,2008,3.5,150,16500,98101
Mercedes-Benz,2008,3.5,150,24300,75226
Volkswagen,2008,2,150,9300,1453
Mercedes-Benz,2008,2,150,12900,6417
BMW,2008,2,150,16700,95076
Audi,2008,1.6,150,11115,11803
Volkswagen,2008,1.4,150,8650,98225
Volkswagen,2008,3,151,20800,53711
Toyota,2008,4,152,22999,18104
BMW,2008,3,152,32500,12203
Volkswagen,2008,1.8,152,12000,54401
Mercedes-Benz,2008,3.2,154,35000,10011
Audi,2008,2,154,15000,11217
Toyota,2008,1.6,154,8900,92109
Renault,2008,1.5,154,7999,33615
Toyota,2008,2.7,155,22000,10475
Volkswagen,2008,2.5,155,19200,94111
Toyota,2008,1.8,156,11000,75703
Volkswagen,2008,1.8,157,12900,90274
Volkswagen,2008,1.6,157,8200,68154
Toyota,2008,2.4,158,13500,98028
Audi,2008,5.2,159,22500,75230
BMW,2008,3,159,17800,12159
Mercedes-Benz,2008,6.5,160,35500,97146
BMW,2008,4.8,160,28500,4240
Mercedes-Benz,2008,4,160,22000,95926
Toyota,2008,4,160,23200,94040
Mitsubishi,2008,2.5,160,12300,91706
Mercedes-Benz,2008,2.2,160,9350,10918
Renault,2008,1.4,160,5200,75069
Volkswagen,2008,2,161,8999,19801
Volkswagen,2008,2,161,9999,94117
BMW,2008,4.8,163,25500,94530
Audi,2008,4.2,163,24900,55934
Volkswagen,2008,2.5,163,11500,94070
Mitsubishi,2008,2,163,9200,21401
Volkswagen,2008,1.4,164,8200,40204
Toyota,2008,3.5,165,15600,11229
Audi,2008,3.6,167,23000,495321
Mitsubishi,2008,3,167,14500,12345
Toyota,2008,1.6,168,8500,80521
Volkswagen,2008,1.9,169,8900,17522
Volkswagen,2008,1.8,169,11500,95405
BMW,2008,4.8,170,20999,77096
Mitsubishi,2008,3.8,170,17500,54481
BMW,2008,3,170,26900,7054
Audi,2008,2,171,16500,60201
Volkswagen,2008,1.6,171,9200,6511
Mercedes-Benz,2008,3.5,172,19500,38104
Mitsubishi,2008,3.8,173,18999,77341
Volkswagen,2008,3,173,21000,94108
Toyota,2008,4,174,23499,95476
Toyota,2008,3.5,175,14900,11803
Mitsubishi,2008,2.5,175,12300,48324
Volkswagen,2008,2.5,176,12900,53711
Audi,2008,4.2,177,17800,60462
Mercedes-Benz,2008,2,177,6400,12054
Renault,2008,2,177,11500,10021
Volkswagen,2008,1.9,177,7700,48073
Volkswagen,2008,3,178,21500,10039
Renault,2008,2,178,9000,87123
Audi,2008,2,178,13333,81007
BMW,2008,4.8,180,23500,45701
BMW,2008,4.8,180,26999,77351
Mercedes-Benz,2008,3.5,180,18500,30308
Mercedes-Benz,2008,3.2,180,24500,92683-1892
Mercedes-Benz,2008,3.2,180,29500,76548
Mitsubishi,2008,3,180,15900,92646
Mitsubishi,2008,3,180,15900,6830
Mercedes-Benz,2008,3,180,16900,3867
Mercedes-Benz,2008,3,180,17500,90028
Mercedes-Benz,2008,3,180,19500,99701
Volkswagen,2008,2,180,6000,97212
Mitsubishi,2008,2,180,7600,90049
Toyota,2008,2.4,181,12800,98118
Volkswagen,2008,2,181,6400,99703
BMW,2008,3,182,29900,97116
Volkswagen,2008,3.6,184,17000,91301
Mercedes-Benz,2008,1.8,184,17300,95380
Audi,2008,3.6,185,18500,34243
Toyota,2008,3.5,185,12200,97214
Mercedes-Benz,2008,3,185,27300,97233
Toyota,2008,1.6,185,9300,94530
Volkswagen,2008,1.6,185,9600,73003
Toyota,2008,1.6,185,10500,11710-1641
Renault,2008,1.5,185,9999,43725
Volkswagen,2008,1.4,185,11700,77566
BMW,2008,5,186,37000,33157
Volkswagen,2008,3,187,22600,75206
Mitsubishi,2008,2.4,187,10500,33067-1400
Volkswagen,2008,2,187,12000,13655
Volkswagen,2008,1.6,187,9400,22181
Volkswagen,2008,2.5,188,17900,22032
Renault,2008,2,188,12800,30707
Renault,2008,1.5,189,6300,45249
Mercedes-Benz,2008,3.2,190,28500,11501
Mercedes-Benz,2008,2.2,190,10150,10016
Volkswagen,2008,1.9,190,12500,53190
Volkswagen,2008,1.9,192,11500,10011
Mitsubishi,2008,3,193,15200,59602
Mitsubishi,2008,3.2,194,17500,46774
Mercedes-Benz,2008,5.5,200,23500,2135
Mercedes-Benz,2008,3,200,21999,94024
Volkswagen,2008,2,200,6000,91311
Renault,2008,1.5,200,7300,80122
Renault,2008,1.46,200,5800,95404
Audi,2008,2.7,202,11300,91351
Audi,2008,2.8,203,14900,94550
Mercedes-Benz,2008,3.5,204,23999,93111
Toyota,2008,1.8,204,10600,49024
BMW,2008,3,205,25800,90630
Renault,2008,2,206,10800,55555
Mercedes-Benz,2008,2.2,207,14500,92116
Renault,2008,1.5,208,7100,22903
Mercedes-Benz,2008,2.2,209,11500,2726
BMW,2008,3,210,25500,43357
Audi,2008,2,210,15500,85621
Volkswagen,2008,1.9,210,11000,1003
Mercedes-Benz,2008,2.2,212,14490,56001
Volkswagen,2008,1.6,213,5950,44131
Renault,2008,2.5,214,10000,77345
Renault,2008,1.5,215,9450,44130
BMW,2008,2,216,15500,43138
Volkswagen,2008,1.9,218,11800,1605
Mercedes-Benz,2008,3.2,220,31000,13148
Volkswagen,2008,1.9,220,9800,37923-3112
Volkswagen,2008,1.9,220,10000,48067
BMW,2008,2,221,14900,48823
BMW,2008,2.5,227,15200,3062
BMW,2008,6,230,20000,13090
Volkswagen,2008,3.2,230,17200,49546
Mercedes-Benz,2008,2.2,230,12000,46033
Volkswagen,2008,1.9,230,8500,46737
Volkswagen,2008,1.9,230,9900,48706
Renault,2008,1.6,231,7000,32750
Mercedes-Benz,2008,2.2,234,15300,81301
Renault,2008,2,234,10000,97405
Mercedes-Benz,2008,2.2,238,12500,35810
Mitsubishi,2008,2,238,7900,87502
Volkswagen,2008,1.9,240,6600,95451
Mercedes-Benz,2008,2.2,242,12500,27713-9225
Renault,2008,2,245,9700,60148
Mitsubishi,2008,2.4,247,9700,64153
Mercedes-Benz,2008,3,250,28000,60123
Volkswagen,2008,2.5,250,13300,85726
Audi,2008,2,250,16000,60061
Volkswagen,2008,2.5,253,10200,44303
Mercedes-Benz,2008,3.2,254,32500,70503
Mercedes-Benz,2008,3,255,32000,48116
Volkswagen,2008,2.5,260,8800,74105
Mercedes-Benz,2008,2.2,260,13200,48103
Mercedes-Benz,2008,2.2,260,15400,95125
Renault,2008,1.5,265,4600,6040
Mercedes-Benz,2008,2.2,266,9200,13126
Renault,2008,1.5,268,7900,13123
BMW,2008,4.8,270,26000,94010
Volkswagen,2008,1.9,270,7200,37922
Volkswagen,2008,2.5,275,15000,60656
Renault,2008,2,275,9500,44303
Volkswagen,2008,1.9,290,12900,33916
Volkswagen,2008,1.9,317,7500,94303
Mercedes-Benz,2008,2.2,360,12800,95746
Mercedes-Benz,2008,2.2,386,12500,95903
Renault,2008,2,440,7500,52001
Mercedes-Benz,2007,3.5,1,4100,98021
Mitsubishi,2007,2.5,1,2500,94022
Renault,2007,1.5,1,4500,75005
BMW,2007,2.5,25,21900,53154
Mercedes-Benz,2007,6.3,29,39900,52402
Mercedes-Benz,2007,6.3,32,74900,98443
Mercedes-Benz,2007,1.8,52,19900,94598
Mercedes-Benz,2007,3,53,22000,54220
BMW,2007,5,56,49000,78731
Mitsubishi,2007,1.6,60,4999,74128
Volkswagen,2007,1.39,60,8400,60660
Mercedes-Benz,2007,5.5,71,29900,96817
Audi,2007,3.6,71,22500,27514
BMW,2007,3,72,21500,48640
Audi,2007,4.2,79,49900,77006
Audi,2007,4.2,82,48900,85013
Mitsubishi,2007,2,82,6800,92104
Toyota,2007,2,82,14500,64093
Mitsubishi,2007,1.6,83,7200,88005
Volkswagen,2007,2,84,12500,77019
Toyota,2007,4,85,27500,66205
Audi,2007,1.8,85,11500,55438
Mercedes-Benz,2007,5.5,86,28500,55104
Mercedes-Benz,2007,5.5,90,28500,55118
Toyota,2007,1.6,91,8100,90068
